author,author 2,author 3,title,genre,date of writing,metre,rhyme,text_name
"Shakespeare, William",,,King Lear,TR,1605,,,A11954.headed_477_play_033.txt
"Shakespeare, William",,,Othello,TR,1603,,,A11954.headed_506_play_034.txt
"Shakespeare, William",,,Antony and Cleopatra,TR,1606,,,A11954.headed_527_play_035.txt
"Shakespeare, William",,,Cymbeline,TR,1610,,,A11954.headed_530_play_036.txt
"Shirley, James",,,The Bird in a Cage,CO,1633,,,A12128.headed.txt
"Shirley, James",,,"Changes, or Love in a Maze",CO,1632,,,A12129.headed.txt
"Shirley, James",,,The Constant Maid,CO,1638,,,A12130.headed.txt
"Shirley, James",,,The Contention for Honor and Riches,TC,1631,,,A12131.headed.txt
"Shirley, James",,,The Coronation,CO,1635,,,A12133.headed.txt
"Shirley, James",,,The Duke's Mistress,CO,1636,,,A12135.headed.txt
"Shirley, James",,,The Example,CO,1634,,,A12136.headed.txt
"Shirley, James",,,The Gamester,CO,1633,,,A12137.headed.txt
"Shirley, James",,,The Grateful Servant,CO,1629,,,A12138.headed.txt
"Shirley, James",,,Hyde Park,CO,1632,,,A12140.headed.txt
"Shirley, James",,,The Humorous Courtier,CO,1631,,,A12141.headed.txt
"Shirley, James",,,The Lady of Pleasure,CO,1635,,,A12142.headed.txt
"Shirley, James",,,Love's Cruelty,TR,1631,,,A12143.headed.txt
"Shirley, James",,,The Maid's Revenge,TR,1626,,,A12145.headed.txt
"Shirley, James",,,The Opportunity,TR,1634,,,A12148.headed.txt
"Shirley, James",,,The Arcadia,TC,1640,,,A12149.headed.txt
"Shirley, James",,,The Royal Master,CO,1637,,,A12150.headed.txt
"Shirley, James",,,1 Saint Patrick for Ireland,CO,1639,,,A12151.headed.txt
"Shirley, James",,,The School of Compliment,CO,1625,,,A12152.headed.txt
"Shirley, James",,,The Traitor,TR,1631,,,A12154.headed.txt
"Shirley, James",,,The Wedding,CO,1626,,,A12155.headed.txt
"Shirley, James",,,The Witty Fair One,CO,1628,,,A12157.headed.txt
"Shirley, James",,,The Ball,CO,1632,,,A18427.headed.txt
"Shirley, James",,,The Gentleman of Venice,CO,1639,,,A59979.headed.txt
"Shirley, James",,,Honoria and Mammon,TC,1631,,,A59982.headed_collection_001.txt
"Shirley, James",,,The Contention of Ajax and Ulysses,TC,1645,,,A59982.headed_collection_002.txt
"Shirley, James",,,The Politician,TR,1639,,,A59990.headed.txt
"Shirley, James",,,The Brothers,CO,1652,,,A59992.headed_collection_001.txt
"Shirley, James",,,The Sisters,CO,1642,,,A59992.headed_collection_002.txt
"Shirley, James",,,The Doubtful Heir,TC,1638,,,A59992.headed_collection_003.txt
"Shirley, James",,,The Impostor,TC,1640,,,A59992.headed_collection_004.txt
"Shirley, James",,,The Cardinal,TR,1641,,,A59992.headed_collection_005.txt
"Shirley, James",,,The Court Secret,TC,1642,,,A59992.headed_collection_006.txt
"Webster, John","Rowley, William",,The Thracian Wonder,CO,1599,,,A62477.headed.txt
"Webster, John",,,The Devil's Law Case,TC,1619,,,A14869.headed.txt
"Webster, John",,,The Duchess of Malfi,TR,1614,,,A14872.headed.txt
"Webster, John",,,The White Devil,TR,1612,,,A14875.headed.txt
"Webster, John",,,Appius and Virginia,TR,1624,,,A65360.headed.txt
