TCP,estc,Wiggins number,author,author 2,author 3,author 4,author 5,translator,adaptation,missing or excluded from TCP,title,alternative title,type,genre,Wiggins genre,DEEP genre,Harbage genre,Wiggins contemporary genre,date of writing,decade,date of 1st performance,Harbage limits of performance date,date of 1st publication,date of text used,play company 1,play company 2,theatre,metre,rhyme,notes,text_name,status
A18419,S104936,1073,"Chapman, George",,,,,,,no,An Humorous Day's Mirth,Performed: The Comedy of Humours / Printed: A Humorous Day's Mirth / Contemporary: The Humours / Alternative Modernization: An Humorous Day's Mirth,drama,CO,CO,CO,,CO,1597,1590,1597,,1599,1599,Admiral's (Nottingham's) Men,,the Rose,prose and pentameter,no,,A18419.headed.txt,Free
A18421,S122391,,"Chapman, George",,,,,,,no,The Revenge of Bussy D'Ambois,,drama,TR,,TR,,,1610,1610,1610,,1613,1613,Children of the Queen's Revels,,,,,,A18421.headed.txt,Free
A18423,S107717,,"Chapman, George",,,,,,,no,Two Wise Men and All the Rest Fools,,drama,CO,,Comic Dialogue,,,1619,1610,1619,,1619,1619,,,,,,,A18423.headed.txt,Free
A18425,S107722,,"Chapman, George",,,,,,,no,Caesar and Pompey,The Wars of Caesar and Pompey,drama,TR,,Classical History,,,1602,1600,1605,,1631,1631,,,,,,,A18425.headed.txt,Free
A18426,S107724,,"Chapman, George",,,,,,,no,The Widow's Tears,,drama,CO,,CO,,,1604,1600,1604,,1612,1612,Children of the Queen's Revels,,,,,,A18426.headed.txt,Free
A18427,S107725,,"Shirley, James",,,,,,,no,The Ball,,drama,CO,,CO,,,1632,1630,1632,,1639,1639,Queen Henrietta Maria's Men,,,,,,A18427.headed.txt,Free
A18596,S107798,,"Chettle, Henry",,,,,,,no,"Hoffman, or A Revenge for a Father",,drama,TR,,TR,,,1602,1600,1602,,1631,1631,Admiral's (Nottingham's) Men,,,,,,A18596.headed.txt,Free
A19182,S108520,1276,Anon.,,,,,,,no,The Contention between Liberality and Prodigality,Printed: The Contention between Liberality and Prodigality / Contemporary: Liberality and Prodigality,drama,TC,moral,Moral Interlude,,'pleasant comedy',1601,1600,1601,,1602,1602,Children of the Chapel (second),,presumably the Blackfriars,irregular,yes,,A19182.headed.txt,Free
A19183,S119222,1303,"Heywood, Thomas",,,,,,,no,How a Man May Choose a Good Wife from a Bad,Printed: A Pleasant Comedy wherein is showed How a Man May Choose a Good Wife from a Bad / Contemporary: How to Choose a Good Wife from a Bad; Good Wife and Bad; To Choose a Good Wife; To Choose a Good Wife from a Bad / Later assigned: How a Man May Choose a Good Wife from a Bad / Alternative modernization: To Choose a Goodwife,drama,CO,CO,CO,,,1601,1600,1602,,1602,1602,Worcester's Men,,,pentameter and prose,no,,A19183.headed.txt,Free
A19260,S105001,,"Cooke, Joshua",,,,,,,no,"Greene's Tu Quoque, or The City Gallant",,drama,CO,,CO,,,1611,1610,1611,,1614,1614,Queen Anne's Men,,,,,,A19260.headed.txt,Free
A19346,S108694,,"Corneille, Pierre",,,,,"Rutter, Joseph",,no,1 The Cid,The Valiant Cid,drama,TC,,TC,,,1637,1630,1637,,1637,1637,Beeston's Boys,,,,,,A19346.headed.txt,Free
A19347,S108695,,"Desfontaines, Nicolas-Marc",,,,,"Rutter, Joseph",,no,2 The Cid,,drama,TC,,TC,,,1637,1630,1638,,1640,1640,,,,,,,A19347.headed.txt,Free
A19479,S108967,,"Cowley, Abraham",,,,,,,no,Love's Riddle,,drama,CO,,Pastoral,,,1633,1630,1633,,1638,1638,,,,,,,A19479.headed.txt,Free
A19738,S109178,813,Anon.,,,,,,,no,The Wars of Cyrus,"Printed: The Wars of Cyrus, King of Persia / Later assigned: The Wars of Cyrus",drama,TR,TR,Classical History,,TR,1588,1580,1588,,1594,1594,Children of the Chapel Royal,,,yes,no,,A19738.headed.txt,Free
A19750,S109190,,"D., J.",,,,,,,no,"The Knave in Grain, New Vamped",,drama,CO,,CO,,,1625,1620,1625,,1640,1640,Red Bull Company (second),,,,,,A19750.headed.txt,Free
A19755,S109199,,"Dekker, Thomas","Middleton, Thomas",,,,,,no,The Bloody Banquet,,drama,TR,,TR,,,1608,1600,1608,,1639,1639,,,,,,,A19755.headed.txt,Free
A19757,S109243,,"Daborne, Robert",,,,,,,no,A Christian Turned Turk,The Two Famous Pirates,drama,TR,,TR,,,1609,1600,1610,,1612,1612,,,,,,,A19757.headed.txt,Free
A19812,S109271,,"Daniel, Samuel",,,,,,,no,Philotas,,drama,TR,,TR,,,1604,1600,1604,,1605,1605,Children of the Queen's Revels,,,,,,A19812.headed.txt,Free
A19816,S105172,949,"Daniel, Samuel",,,,,,,no,Cleopatra,Contemporary: The Tragedy of Cleopatra,drama,TR,TR,TR,,TR,1593,1590,1593,,1594,1594,,,,yes,yes,,A19816.headed.txt,Free
A19829,S109268,,"Daniel, Samuel",,,,,,,no,Hymen's Triumph,,drama,TC,,Pastoral,,,1614,1610,1614,,1615,1615,,,,,,,A19829.headed.txt,Free
A19835,S121848,,"Daniel, Samuel",,,,,,,no,The Queen's Arcadia,Arcadia Reformed,drama,CO,,Pastoral,,,1605,1600,1605,,1606,1606,,,,,,,A19835.headed.txt,Free
A19876,S109305,,"Davenant, Sir William",,,,,,,no,The Cruel Brother,,drama,TR,,TR,,,1627,1620,1627,,1630,1630,King's Men,,,,,,A19876.headed.txt,Free
A19877,S109307,,"Davenant, Sir William",,,,,,,no,The Just Italian,,drama,CO,,CO,,,1629,1620,1629,,1630,1630,King's Men,,,,,,A19877.headed.txt,Free
A19881,S109309,,"Davenant, Sir William",,,,,,,no,"Albovine, King of the Lombards",,drama,TR,,TR,,,1626,1620,1628,,1629,1629,,,,,,,A19881.headed.txt,Free
A19883,S109311,,"Davenant, Sir William",,,,,,,no,The Wits,,drama,CO,,CO,,,1634,1630,1634,,1636,1636,King's Men,,,,,,A19883.headed.txt,Free
A19888,S109313,,"Davenport, Robert",,,,,,,no,A New Trick to Cheat the Devil,,drama,CO,,CO,,,1625,1620,1625,,1639,1639,,,,,,,A19888.headed.txt,Free
A19975,S109423,,"Day, John",,,,,,,no,Humor Out of Breath,,drama,CO,,CO,,,1607,1600,1608,,1608,1608,Children of the King's Revels,,,,,,A19975.headed.txt,Free
A19977,S105215,,"Day, John",,,,,,,no,Law Tricks,,drama,CO,,CO,,,1604,1600,1604,,1608,1608,Children of the Queen's Revels,,,,,,A19977.headed.txt,Free
A19978,S109426,,"Day, John","Wilkins, George","Rowley, William",,,,,no,The Travels of the Three English Brothers,,drama,CO,,Topical Play,,,1607,1600,1607,,1607,1607,Queen Anne's Men,,,,,,A19978.headed.txt,Free
A20062,S105233,,"Dekker, Thomas","Middleton, Thomas",,,,,,no,1 The Honest Whore,1 The Converted Courtesan,drama,CO,,CO,,,1604,1600,1604,,1604,1604,Prince Henry's Men,,,,,,A20062.headed.txt,Free
A20065,S109537,,"Dekker, Thomas",,,,,,,no,2 The Honest Whore,2 The Converted Courtesan,drama,CO,,CO,,,1605,1600,1605,,1630,1630,Prince Henry's Men,,,,,,A20065.headed.txt,Free
A20066,S109539,,"Dekker, Thomas",,,,,,,no,"If It Be Not Good, the Devil Is in It","If This Be Not a Good Play, the Devil Is in It",drama,CO,,CO,,,1611,1610,1611,,1612,1612,Queen Anne's Men,,,,,,A20066.headed.txt,Free
A20076,S105256,1217,"Dekker, Thomas",,,,,,,no,Old Fortunatus,Performed: Fortunatus / Printed: Old Fortunatus / Contemporary: The Whole History of Fortunatus; Old Fortunatus in his New Livery; Fortunatus and His Purse and Wishing-Cap (possibly); Fortunatus peitl und Wünschheitel (possibly); Tragödie von Fortunato (possibly),drama,CO,romance,CO,,HI; CO; tragoedia,1599,1590,1599,,1600,1600,Admiral's (Nottingham's) Men,,the Rose,pentameter and prose,blank verse and couplets,,A20076.headed.txt,Free
A20077,S105257,1230,"Dekker, Thomas","Chettle, Henry","Haughton, William",,,,,no,Patient Grissel,Performed+Printed: Patient Grissil / Contemporary: Grissil / Alternative modernizations: Patient Grisell; Patient Griseld; Grisild; Crysella (possibly),drama,CO,CO,CO,,CO,1600,1600,1600,,1603,1603,Admiral's (Nottingham's) Men,,the Rose,prose and pentameter,blank verse and couplets,,A20077.headed.txt,Free
A20081,S105263,1304,"Dekker, Thomas",,,,,,,no,"Satiromastix, or The Untrussing of the Humorous Poet","Performed: The Untrussing of the Humorous Poet (probably) / Printed: Satiromastix, or The Untrussing of the Humorous Poet / Contemporary: The Untrussing of the Humorous Poets; The Untrussing of the Poet",drama,CO,CO,CO,,,1601,1600,1601,,1602,1602,Lord Chamberlain's (Hunsdon's) Men,Children of Paul's (second),the Globe,prose and pentameter,no,,A20081.headed.txt,Free
A20083,S105232,1188,"Dekker, Thomas",,,,,,,no,The Shoemaker's Holiday,"Performed: The Gentle Craft / Printed: The Shoemaker's Holiday, or The Gentle Craft / Alternative modernization: The Shoemaker's Holiday",drama,CO,CO,CO,,CO,1599,1590,1599,,1600,1600,Admiral's (Nottingham's) Men,,the Rose,prose and pentameter,blank verse and couplets,,A20083.headed.txt,Free
A20088,S105283,,"Dekker, Thomas",,,,,,,no,Match Me in London,,drama,CO,,TC,,,1611,1610,1611,,1631,1631,Queen Anne's Men,,,,,,A20088.headed.txt,Free
A20092,S109548,,"Dekker, Thomas",,,,,,,no,The Whore of Babylon,,drama,HI,,Allegorical History,,,1606,1600,1606,,1607,1607,Prince Henry's Men,,,,,,A20092.headed.txt,Free
A20093,S109551,,"Dekker, Thomas",,,,,,,no,The Wonder of A Kingdom,,drama,CO,,CO,,,1631,1630,1631,,1636,1636,Queen Henrietta Maria's Men,,,,,,A20093.headed.txt,Free
A20096,S105289,1369a,"Dekker, Thomas","Webster, John",,,,,,no,The Famous History of Sir Thomas Wyatt,Printed: The Famous History of Sir Thomas Wyatt,drama,HI,HI,HI,,HI; CO,1602,1600,1602,,1607,1607,Queen Anne's Men,,,"irregular, mostly pentameter and prose",blank verse and couplets,,A20096.headed.txt,Free
A20098,S109552,,"Dekker, Thomas","Webster, John",,,,,,no,Northward Ho,,drama,CO,,CO,,,1605,1600,1605,,1607,1607,Children of Paul's (second),,,,,,A20098.headed.txt,Free
A20100,S109554,,"Dekker, Thomas","Webster, John",,,,,,no,Westward Ho,,drama,CO,,CO,,,1604,1600,1604,,1607,1607,Children of Paul's (second),,,,,,A20100.headed.txt,Free
A20866,S121836,,"Drue, Thomas",,,,,,,no,The Duchess of Suffolk,,drama,HI,,HI,,,1631,1630,1624,,1631,1631,Prince Palatine's Men,,,,,,A20866.headed.txt,Free
A20867,S105365,1239,"Marston, John",,,,,,,no,Jack Drum's Entertainment,"Performed: Jack Drum's Entertainment [or possibly John Drum's Entertainment] / Printed: Jack Drum's Entertainment, or The Comedy of Pasquil and Katherine / Contemporary: John Drum's Entertainment; John Drum's Entertainment, or The Comedy of Pasquil and Katherine; Pasquil and Katherine; Jack Drum",drama,CO,CO,Domestic Comedy,,CO,1600,1600,1600,,1601,1601,Children of Paul's (second),,,pentameter and prose,no,,A20867.headed.txt,Free
A20951,S106279,846,Anon.,,,,,,,no,Arden of Faversham,Printed: The Tragedy of Master Arden of Faversham in Kent / Contemporary: The Tragedy of Arden of Faversham and Black Will; Arden of Kent; Arden of Faversham / Alternative Modernization: Arden of Feversham,drama,TR,TR,TR,,TR,1590,1590,1591,,1592,1592,,,,iambic pentameter and prose,no,,A20951.headed.txt,Free
A21136,S106285,,Anon.,,,,,,,no,The Merry Devil of Edmonton,,drama,CO,,CO,,,1599,1590,1602,,1608,1608,Lord Chamberlain's (Hunsdon's) Men,King's Men,,,,,A21136.headed.txt,Free
A21144,S106297,952,Anon.,,,,,,,no,The Reign of King Edward the Third,"Printed: The Reign of King Edward III / Contemporary: Edward III and the Black Prince, their wars with King John of France; Edward III / Later assigned: King Edward III; The Reign of King Edward III, King of England",drama,HI,HI,HI,,CO,1590,1590,1590,,1596,1596,Admiral's (Nottingham's) Men,,,yes,no,,A21144.headed.txt,Restricted
A21159,S105458,389,"Edwards, Richard",,,,,,,no,Damon and Pithias,"Performed: Damon and Pythias / Printed: Two of the Most Faithfullest Friends, Damon and Pythias / Alternative Modernization: Damon and Pithias",drama,CO,CO,TC,,tragical comedy; TR; CO,1564,1560,1564,,1571,1571,Children of the Chapel Royal,,,yes,yes,,A21159.headed.txt,Free
A21328,S111644,852,Anon.,,,,,,,no,Fair Em,"Printed: Fair Em, the Miller's Daughter of Manchester / Contemporary: The Miller's Daughter of Manchester / Later Assigned: Fair Em",drama,CO,CO,Romantic Comedy,,CO,1590,1590,1590,,1592-3,1592,Lord Strange's (Derby's) Men in London,,,iambic pentameter and prose,no,,A21328.headed.txt,Free
A21411,S104426,,"Armin, Robert",,,,,,,no,The Two Maids of More-Clacke,,drama,CO,,CO,,,1606,1600,1606,,1609,1609,Children of the King's Revels,,,,,,A21411.headed.txt,Free
A25808,R7554,,Aristophanes,,,,,"Randolph, Thomas; J., F.",,no,Plutophthalmia Plutogamia,"Hey for Honesty, Down with Knavery",drama,CO,,CO,,,1626,1620,1627,,1651,1651,,,,,,,A25808.headed.txt,Free
A25809,R6773,,Aristophanes,,,,,"B., H. H.",,no,"The World's Idol, Plutus",,drama,CO,,CO,,,1659,1650,1659,,1659,1659,,,,,,,A25809.headed.txt,Free
A27177,R22900,,"Fletcher, John",,,,,,,no,The Mad Lover,,drama,TC,,TC,,,1617,1610,1617,,1647,1647,King's Men,,,,,,A27177.headed_046_play_001.txt,Restricted
A27177,R22900,,"Fletcher, John","Massinger, Philip",,,,,,no,The Spanish Curate,,drama,CO,,CO,,,1622,1620,1622,,1647,1647,King's Men,,,,,,A27177.headed_066_play_002.txt,Restricted
A27177,R22900,,"Fletcher, John","Massinger, Philip",,,,,,no,The Little French Lawyer,,drama,CO,,CO,,,1619,1610,1619,,1647,1647,King's Men,,,,,,A27177.headed_095_play_003.txt,Restricted
A27177,R22900,,"Fletcher, John","Massinger, Philip",,,,,,no,The Custom of the Country,,drama,CO,,CO,,,1625,1620,1620,,1647,1647,King's Men,,,,,,A27177.headed_110_play_004.txt,Restricted
A27177,R22900,,"Fletcher, John","Beaumont, Francis (?)",,,,,,no,The Noble Gentleman,,drama,CO,,CO,,,1605,1600,1606,,1647,1647,King's Men,,,,,,A27177.headed_131_play_005.txt,Restricted
A27177,R22900,,"Fletcher, John","Beaumont, Francis (?)",,,,,,no,The Captain,,drama,CO,,CO,,,1609,1600,1612,,1647,1647,King's Men,,,,,,A27177.headed_140_play_006.txt,Restricted
A27177,R22900,,"Beaumont, Francis","Fletcher, John","Massinger, Philip",,,,,no,Beggars' Bush,,drama,CO,,CO,,,1615,1610,1622,,1647,1647,King's Men,,,,,,A27177.headed_171_play_007.txt,Restricted
A27177,R22900,,"Beaumont, Francis","Fletcher, John",,,,,,no,The Coxcomb,,drama,CO,,CO,,,1608,1600,1609,,1647,1647,Children of the Queen's Revels,,,,,,A27177.headed_197_play_008.txt,Restricted
A27177,R22900,,"Fletcher, John","Massinger, Philip",,,,,,no,The False One,,drama,HI,,Classical History,,,1619,1610,1620,,1647,1647,King's Men,,,,,,A27177.headed_210_play_009.txt,Restricted
A27177,R22900,,"Fletcher, John",,,,,,,no,The Chances,,drama,CO,,CO,,,1617,1610,1617,,1647,1647,King's Men,,,,,,A27177.headed_239_play_010.txt,Restricted
A27177,R22900,,"Fletcher, John",,,,,,,no,The Loyal Subject,,drama,TC,,TC,,,1618,1610,1618,,1647,1647,King's Men,,,,,,A27177.headed_272_play_011.txt,Restricted
A27177,R22900,,"Ford, John",,,,,,,no,The Laws of Candy,,drama,TC,,TC,,,1619,1610,1619,,1647,1647,King's Men,,,,,,A27177.headed_313_play_012.txt,Restricted
A27177,R22900,,"Fletcher, John","Massinger, Philip",,,,,,no,The Wandering Lovers,The Lovers' Progress; Cleander,drama,TC,,TC,,,1623,1620,1623,,1647,1647,King's Men,,,,,,A27177.headed_325_play_013.txt,Restricted
A27177,R22900,,"Fletcher, John",,,,,,,no,The Island Princess,,drama,TC,,TC,,,1619,1610,1621,,1647,1647,King's Men,,,,,,A27177.headed_340_play_014.txt,Restricted
A27177,R22900,,"Fletcher, John",,,,,,,no,The Humorous Lieutenant,"Generous Enemies, Demetrius and Enanthe; The Noble Enemy",drama,CO,,TC,,,1619,1610,1619,,1647,1647,King's Men,,,,,,A27177.headed_351_play_015.txt,Restricted
A27177,R22900,,"Middleton, Thomas","Fletcher, John",,,,,,no,"The Nice Valor, or The Passionate Madman",,drama,CO,,CO,,,1622,1620,1622,,1647,1647,,,,,,,A27177.headed_386_play_016.txt,Restricted
A27177,R22900,,"Fletcher, John","Rowley, William",,,,,,no,The Maid in the Mill,,drama,CO,,CO,,,1623,1620,1623,,1647,1647,King's Men,,,,,,A27177.headed_408_play_017.txt,Restricted
A27177,R22900,,"Fletcher, John","Massinger, Philip",,,,,,no,The Prophetess,,drama,TC,,TC,,,1622,1620,1622,,1647,1647,King's Men,,,,,,A27177.headed_433_play_018.txt,Restricted
A27177,R22900,,"Fletcher, John",,,,,,,no,Bonduca,,drama,TR,,TR,,,1611,1610,1613,,1647,1647,King's Men,,,,,,A27177.headed_457_play_019.txt,Restricted
A27177,R22900,,"Fletcher, John","Massinger, Philip",,,,,,no,The Sea Voyage,,drama,CO,,CO,,,1622,1620,1622,,1647,1647,King's Men,,,,,,A27177.headed_482_play_020.txt,Restricted
A27177,R22900,,"Fletcher, John","Massinger, Philip",,,,,,no,The Double Marriage,,drama,TR,,TR,,,1619,1610,1620,,1647,1647,King's Men,,,,,,A27177.headed_491_play_021.txt,Restricted
A27177,R22900,,"Fletcher, John",,,,,,,no,The Pilgrim,,drama,CO,,CO,,,1621,1620,1621,,1647,1647,King's Men,,,,,,A27177.headed_502_play_022.txt,Restricted
A27177,R22900,,"Field, Nathan","Fletcher, John","Massinger, Philip",,,,,no,The Knight of Malta,,drama,TC,,TC,,,1616,1610,1618,,1647,1647,King's Men,,,,,,A27177.headed_532_play_023.txt,Restricted
A27177,R22900,,"Fletcher, John",,,,,,,no,"The Woman's Prize, or The Tamer Tamed",,drama,CO,,CO,,,1611,1610,1611,,1647,1647,,,,,,,A27177.headed_558_play_024.txt,Restricted
A27177,R22900,,"Beaumont, Francis","Fletcher, John","Massinger, Philip",,,,,no,"Love's Cure, or The Martial Maid",,drama,CO,,CO,,,1606,1600,1606,,1647,1647,King's Men,,,,,,A27177.headed_589_play_025.txt,Restricted
A27177,R22900,,"Field, Nathan","Massinger, Philip","Fletcher, John",,,,,no,The Honest Man's Fortune,,drama,TC,,TC,,,1613,1610,1613,,1647,1647,Lady Elizabeth's Men,,,,,,A27177.headed_616_play_026.txt,Restricted
A27177,R22900,,"Field, Nathan","Fletcher, John","Massinger, Philip",,,,,no,The Queen of Corinth,,drama,TC,,TC,,,1616,1610,1617,,1647,1647,King's Men,,,,,,A27177.headed_628_play_027.txt,Restricted
A27177,R22900,,"Fletcher, John",,,,,,,no,Women Pleased,,drama,TC,,TC,,,1619,1610,1620,,1647,1647,King's Men,,,,,,A27177.headed_651_play_028.txt,Restricted
A27177,R22900,,"Fletcher, John",,,,,,,no,A Wife for a Month,,drama,TC,,TC,,,1624,1620,1624,,1647,1647,King's Men,,,,,,A27177.headed_683_play_029.txt,Restricted
A27177,R22900,,"Middleton, Thomas","Rowley, William",,,,,,no,Wit at Several Weapons,,drama,CO,,CO,,,1613,1610,1613,,1647,1647,,,,,,,A27177.headed_698_play_030.txt,Restricted
A27177,R22900,,"Fletcher, John",,,,,,,no,Valentinian,,drama,TR,,TR,,,1610,1610,1614,,1647,1647,King's Men,,,,,,A27177.headed_711_play_031.txt,Restricted
A27177,R22900,,"Fletcher, John","Ford, John","Massinger, Philip","Webster, John (?)",,,,no,The Fair Maid of the Inn,,drama,CO,,CO,,,1626,1620,1626,,1647,1647,King's Men,,,,,,A27177.headed_745_play_032.txt,Restricted
A27177,R22900,,"Beaumont, Francis","Fletcher, John",,,,,,no,Love's Pilgrimage,,drama,TC,,TC,,,1616,1610,1616,,1647,1647,King's Men,,,,,,A27177.headed_757_play_033.txt,Restricted
A27177,R22900,,"Fletcher, John",,,,,,,no,The Wild Goose Chase,,drama,CO,,CO,,,1621,1620,1621,,1652,1647,King's Men,,,,,,A27177.headed_799_play_035.txt,Restricted
A29238,R16567,,"Brathwait, Richard",,,,,,,no,"Mercurius Britannicus, or The English Intelligencer","The Censure of Judges, or The Court Cure",drama,TC,,Political Comedy,,,1641,1640,1641,,1641,1641,,,,,,,A29238.headed.txt,Free
A29349,R5042,,"Brewer, Anthony (?)","Brewer, Thomas (?)",,,,,,no,The Country Girl,,drama,CO,,CO,,,1632,1630,1632,,1647,1647,King's Men,,,,,,A29349.headed.txt,Free
A29350,R6509,,"Brewer, Anthony",,,,,,,no,The Lovesick King,,drama,TC,,TR,,,1607,1600,1617,,1655,1655,,,,,,,A29350.headed.txt,Free
A29620,R17372,,"Brome, Alexander",,,,,,,no,The Cunning Lovers,,drama,CO,,CO,,,1632,1630,1638,,1654,1654,Beeston's Boys,,,,,,A29620.headed.txt,Free
A29637,R6854,,"Brome, Richard",,,,,,,no,"A Jovial Crew, or The Merry Beggars",,drama,CO,,CO,,,1641,1640,1641,,1652,1652,Beeston's Boys,,,,,,A29637.headed.txt,Free
A29644,R27813,,"Brome, Richard",,,,,,,no,The Queen's Exchange,The Royal Exchange,drama,CO,,TC,,,1629,1620,1631,,1657,1657,King's Men,,,,,,A29644.headed.txt,Free
A29660,R23005,,Anon.,,,,,,,no,Marcus Tullius Cicero,,drama,TR,,TR,,,1651,1650,1651,,1651,1651,,,,,,,A29660.headed.txt,Free
A30300,R20062,,"Burkhead, Henry",,,,,,,no,"Cola's Fury, or Lirenda's Misery",,drama,TR,,Political Tragicomedy,,,1645,1640,1645,,1646,1646,,,,,,,A30300.headed.txt,Free
A30315,R30260,,"Burnell, Henry",,,,,,,no,Landgartha,,drama,TC,,TC,,,1639,1630,1640,,1641,1641,Ogilby's Men,,,,,,A30315.headed.txt,Restricted
A31023,R17210,,"Baron, Robert",,,,,,,no,Mirza,,drama,TR,,TR,,,1655,1650,1655,,1655,1655,,,,,,,A31023.headed.txt,Free
A31612,R11660,,"Chamberlain, William",,,,,,,no,Love's Victory,,drama,TC,,TC,,,1658,1650,1658,,1658,1658,,,,,,,A31612.headed.txt,Free
A31672,R21807,,"Glapthorne, Henry",,,,,,,no,Revenge for Honor,The Parricide,drama,TR,,TR,,,1640,1640,1640,,1654,1654,,,,,,,A31672.headed.txt,Free
A31675,R19355,,Anon.,,,,,,,no,"Alphonsus, Emperor of Germany",,drama,TR,,TR,,,1594,1590,1594,,1654,1654,King's Men,,,,,,A31675.headed.txt,Free
A34249,R7498,,"Carlell, Lodowick",,,,,,,no,"Osmond the Great Turk, or The Noble Servant",,drama,TR,,TC,,,1622,1620,1622,,1657,1657,King's Men,,,,,,A34249.headed.txt,Free
A34260,R7497,,"Carlell, Lodowick",,,,,,,no,"The Fool Would Be a Favorite, or The Discreet Lover",,drama,TC,,TC,,,1625,1620,1637,,1657,1657,Queen Henrietta Maria's Men,,,,,,A34260.headed.txt,Free
A34267,R7439,,"Carlell, Lodowick",,,,,,,no,1 & 2 The Passionate Lovers,,drama,TC,,TC,,,1638,1630,1638,,1655,1655,King's Men,,,,,,A34267.headed.txt,Free
A34579,R19443,,"Corneille, Pierre",,,,,"Lower, William",,no,Horatius,,drama,TR,,TR,,,1656,1650,1656,,1656,1656,,,,,,,A34579.headed.txt,Free
A34582,R19444,,"Corneille, Pierre",,,,,"Lower, William",,no,"Polyeuctes, or The Martyr",,drama,TR,,TR,,,1655,1650,1655,,1655,1655,,,,,,,A34582.headed.txt,Free
A34589,R19473,,"Corneille, Thomas",,,,,"R., T.",,no,The Extravagant Shepherd,,drama,CO,,Pastoral,,,1654,1650,1654,,1654,1654,,,,,,,A34589.headed.txt,Free
A34823,R16344,,"Cowley, Abraham",,,,,,,no,The Guardian,Cutter of Coleman Street,drama,CO,,CO,,,1642,1640,1642,,1650,1650,,,,,,,A34823.headed.txt,Free
A34847,R693,,"Cox, Robert",,,,,,,no,Rural Sports,"Rural Sports, or The Birth of of the Nymph Oenone",drama,CO,,Pastoral,,,1650,1650,1653,,1656,1656,,,,,,,A34847.headed_013_play_004.txt,Free
A34847,R693,,"Cox, Robert",,,,,,,no,Simpleton the Smith,,drama,CO,,Droll,,,1650,1650,1653,,1656,1656,,,,,,,A34847.headed_collection_001.txt,Free
A34847,R693,,"Cox, Robert",,,,,,,no,Actaeon and Diana,,drama,CO,,Pastoral,,,1650,1650,1653,,1656,1656,,,,,,,A34847.headed_collection_002.txt,Free
A35657,R15850,,"Denham, John",,,,,,,no,The Sophy,,drama,TR,,TR,,,1642,1640,1642,,1642,1642,King's Men,,,,,,A35657.headed.txt,Free
A35658,R6223,,"Daborne, Robert",,,,,,,no,The Poor Man's Comfort,,drama,TC,,Pastoral Comedy,,,1615,1610,1617,,1655,1655,Queen Anne's Men,,,,,,A35658.headed.txt,Free
A37192,R21264,,"Davenant, Sir William",,,,,,,no,The Unfortunate Lovers,,drama,TR,,TR,,,1638,1630,1638,,1643,1643,King's Men,,,,,,A37192.headed.txt,Free
A37212,R17885,,"Davenport, Robert",,,,,,,no,King John and Matilda,,drama,TR,,HI,,,1628,1620,1628,,1655,1655,Queen Henrietta Maria's Men,,,,,,A37212.headed.txt,Free
A37284,R6497,,"Chettle, Henry","Day, John",,,,,,no,1 The Blind Beggar of Bednal Green,1 Tom Strowd,drama,CO,,CO,,,1600,1600,1600,,1659,1659,Admiral's (Nottingham's) Men,Prince Charles's Men (second),,,,,A37284.headed.txt,Free
A39718,R14630,,"Flecknoe, Richard",,,,,,,no,Love's Dominion,,drama,TC,,TC,,,1654,1650,1654,,1654,1654,,,,,,,A39718.headed.txt,Free
A41366,R6977,,"Goffe, Thomas",,,,,,,no,The Careless Shepherdess,,drama,TC,,Pastoral,,,1619,1610,1619,,1656,1656,Queen Henrietta Maria's Men,,,,,,A41366.headed.txt,Free
A42281,R9373,,"Guarini, Battista",,,,,"Fanshawe, Richard",,no,Il Pastor Fido,The Faithful Shepherd,drama,TC,,Pastoral,,,1647,1640,1647,,1647,1647,,,,,,,A42281.headed.txt,Free
A42648,R213760,,"D'Ouvilly, George Gerbier",,,,,,,no,"The False Favorite Disgraced, or The Reward of Loyalty",,drama,TC,,TC,,,1657,1650,1657,,1657,1657,,,,,,,A42648.headed.txt,Free
A43306,R12659,,"Hemings, William",,,,,,,no,The Fatal Contract,The Eunuch,drama,TR,,TR,,,1638,1630,1639,,1653,1653,Queen Henrietta Maria's Men,,,,,,A43306.headed.txt,Restricted
A43595,R10165,,"Heywood, Thomas","Rowley, William",,,,,,no,Fortune by Land and Sea,,drama,CO,,CO,,,1609,1600,1609,,1655,1655,Queen Anne's Men,Queen Henrietta Maria's Men,,,,,A43595.headed.txt,Free
A46230,R10704,,"Middleton, Thomas",,,,,,,no,The Widow,,drama,CO,,CO,,,1615,1610,1615,,1652,1652,King's Men,,,,,,A46230.headed.txt,Free
A47372,R7715,,"Killigrew, Thomas",,,,,,,no,1 Cicilia and Clorinda,1 Love in Arms,drama,TC,,,,,1650,1650,,,1664,1664,,,,,,,A47372.headed_collection_004.txt,Free
A47372,R7715,,"Killigrew, Thomas",,,,,,,no,2 Cicilia and Clorinda,2 Love in Arms,drama,TC,,,,,1650,1650,,,1664,1664,,,,,,,A47372.headed_collection_005.txt,Free
A47372,R7715,,"Killigrew, Thomas",,,,,,,no,1 Thomaso,1 The Wanderer,drama,CO,,,,,1654,1650,,,1664,1664,,,,,,,A47372.headed_collection_006.txt,Free
A47372,R7715,,"Killigrew, Thomas",,,,,,,no,2 Thomaso,2 The Wanderer,drama,CO,,,,,1654,1650,,,1664,1664,,,,,,,A47372.headed_collection_007.txt,Free
